experiment_name,dataset_variant,train_loss,validation_loss,train_script,model_path,config
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_16k_vocab_16384_lr_1e-3_batch_8_dropout_0.0_weight_decay_0.0,42m,6.953845978,6.986533165,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_16k_vocab_16384_lr_1e-3_batch_8_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=16384;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.001;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=16k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_4k_vocab_4096_lr_1e-3_batch_16_dropout_0.0_weight_decay_0.0,42m,3.496973276,3.575955451,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_4k_vocab_4096_lr_1e-3_batch_16_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=4096;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.001;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=16;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=4k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_8k_vocab_8192_lr_1e-3_batch_16_dropout_0.0_weight_decay_0.0,42m,5.531754494,5.613490534,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_8k_vocab_8192_lr_1e-3_batch_16_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=8192;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.001;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=16;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=8k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_16k_vocab_16384_lr_1e-3_batch_16_dropout_0.0_weight_decay_0.0,42m,6.984696388,7.027792645,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_16k_vocab_16384_lr_1e-3_batch_16_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=16384;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.001;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=16;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=16k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_4k_vocab_4096_lr_0.75e-3_batch_8_dropout_0.0_weight_decay_0.0,42m,3.253953218,3.406928945,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_4k_vocab_4096_lr_0.75e-3_batch_8_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=4096;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00075;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=4k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_8k_vocab_8192_lr_0.75e-3_batch_8_dropout_0.0_weight_decay_0.0,42m,5.252669334,5.33642199,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_8k_vocab_8192_lr_0.75e-3_batch_8_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=8192;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00075;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=8k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_16k_vocab_16384_lr_0.75e-3_batch_8_dropout_0.0_weight_decay_0.0,42m,6.898514271,6.941086435,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_16k_vocab_16384_lr_0.75e-3_batch_8_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=16384;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00075;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=16k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_4k_vocab_4096_lr_0.75e-3_batch_16_dropout_0.0_weight_decay_0.0,42m,3.512956858,3.595495665,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_4k_vocab_4096_lr_0.75e-3_batch_16_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=4096;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00075;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=16;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=4k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_8k_vocab_8192_lr_0.75e-3_batch_16_dropout_0.0_weight_decay_0.0,42m,5.748512268,5.800833344,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_8k_vocab_8192_lr_0.75e-3_batch_16_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=8192;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00075;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=16;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=8k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_16k_vocab_16384_lr_0.75e-3_batch_16_dropout_0.0_weight_decay_0.0,42m,11.53394127,11.52529573,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_16k_vocab_16384_lr_0.75e-3_batch_16_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=16384;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00075;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=16;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=16k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_4k_vocab_4096_lr_0.5e-3_batch_8_dropout_0.0_weight_decay_0.0,42m,3.309134722,3.45206058,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_4k_vocab_4096_lr_0.5e-3_batch_8_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=4096;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.0005;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=4k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_8k_vocab_8192_lr_0.5e-3_batch_8_dropout_0.0_weight_decay_0.0,42m,5.525693893,5.615176773,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_8k_vocab_8192_lr_0.5e-3_batch_8_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=8192;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.0005;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=8k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_16k_vocab_16384_lr_0.5e-3_batch_8_dropout_0.0_weight_decay_0.0,42m,6.976705074,6.981344748,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_16k_vocab_16384_lr_0.5e-3_batch_8_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=16384;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.0005;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=16k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_4k_vocab_4096_lr_0.5e-3_batch_16_dropout_0.0_weight_decay_0.0,42m,3.638946056,3.704867256,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_4k_vocab_4096_lr_0.5e-3_batch_16_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=4096;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.0005;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=16;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=4k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_8k_vocab_8192_lr_0.5e-3_batch_16_dropout_0.0_weight_decay_0.0,42m,5.965335846,6.014807725,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_8k_vocab_8192_lr_0.5e-3_batch_16_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=8192;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.0005;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=16;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=8k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_16k_vocab_16384_lr_0.5e-3_batch_16_dropout_0.0_weight_decay_0.0,42m,18.52685165,18.58110056,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_16k_vocab_16384_lr_0.5e-3_batch_16_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=16384;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.0005;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=16;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=16k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_4k_vocab_4096_lr_0.25e-3_batch_8_dropout_0.0_weight_decay_0.0,42m,3.507733345,3.656865585,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_4k_vocab_4096_lr_0.25e-3_batch_8_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=4096;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00025;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=4k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_8k_vocab_8192_lr_0.25e-3_batch_8_dropout_0.0_weight_decay_0.0,42m,5.945298672,5.97989049,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_8k_vocab_8192_lr_0.25e-3_batch_8_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=8192;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00025;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=8k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_16k_vocab_16384_lr_0.25e-3_batch_8_dropout_0.0_weight_decay_0.0,42m,7.980979919,8.004512429,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_16k_vocab_16384_lr_0.25e-3_batch_8_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=16384;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00025;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=16k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_4k_vocab_4096_lr_0.25e-3_batch_16_dropout_0.0_weight_decay_0.0,42m,3.911726952,3.973237443,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_4k_vocab_4096_lr_0.25e-3_batch_16_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=4096;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00025;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=16;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=4k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_8k_vocab_8192_lr_0.25e-3_batch_16_dropout_0.0_weight_decay_0.0,42m,7.74465847,7.798909378,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_8k_vocab_8192_lr_0.25e-3_batch_16_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=8192;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00025;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=16;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=8k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_16k_vocab_16384_lr_0.25e-3_batch_16_dropout_0.0_weight_decay_0.0,42m,11.77107048,11.715974,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_16k_vocab_16384_lr_0.25e-3_batch_16_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=16384;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00025;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=16;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=16k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
10m_tok4k_421m,421m,2.675918341,2.736062872,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/10m_tok4k_421m.pt,VOCAB_SIZE=4096;N_BLOCKS=8;EMBED_DIM=256;ATTN_HEADS=4;FFN_DIM=704;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00125;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=4k;DATASET_VARIANT=421m;VALIDATION_INTERVAL=200;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
10m_tok4k_4b,4b,2.542511463,2.38420366,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/10m_tok4k_4b.pt,VOCAB_SIZE=4096;N_BLOCKS=8;EMBED_DIM=256;ATTN_HEADS=4;FFN_DIM=704;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00125;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=4k;DATASET_VARIANT=4b;VALIDATION_INTERVAL=200;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
10m_tok16k_421m,421m,4.917819977,4.943568707,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/10m_tok16k_421m.pt,VOCAB_SIZE=16384;N_BLOCKS=8;EMBED_DIM=256;ATTN_HEADS=4;FFN_DIM=704;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00125;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=16k;DATASET_VARIANT=421m;VALIDATION_INTERVAL=200;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
10m_tok16k_4b,4b,4.128409863,4.035369778,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/10m_tok16k_4b.pt,VOCAB_SIZE=16384;N_BLOCKS=8;EMBED_DIM=256;ATTN_HEADS=4;FFN_DIM=704;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00125;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=16k;DATASET_VARIANT=4b;VALIDATION_INTERVAL=200;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
